Order ID,Order Date,Customer ID,Quantity,Size,Unit Price,Sales,Tipe Kopi,Ukuran,Kategori
MDC-03318-645,4/30/2022,43974-44760-QI,2,0.2,3.885,7.77,A,L,Kurang Laris
SFF-86059-407,6/3/2020,30585-48726-BK,1,2.5,25.875,25.875,A,M,Cukup Laris
SCL-94540-788,6/13/2022,16123-07017-TY,6,2.5,34.155,204.93,E,L,Sangat Laris
HVU-21634-076,6/10/2020,27723-45097-MH,4,2.5,27.485,109.94,R,L,Sangat Laris
XUS-73326-418,12/18/2020,37078-56703-AF,6,1,14.85,89.1,E,L,Sangat Laris
XWD-18933-006,8/31/2019,79420-11075-MY,2,0.2,3.885,7.77,A,L,Kurang Laris
HPD-65272-772,2/25/2019,57504-13456-UO,1,2.5,33.465,33.465,L,M,Sangat Laris
JEG-93140-224,2/7/2021,53751-57560-CN,5,0.5,8.25,41.25,E,M,Sangat Laris
NNH-62058-950,1/14/2021,96112-42558-EA,4,1,14.85,59.4,E,L,Sangat Laris
LTD-71429-845,2/24/2019,03157-23165-UB,1,0.5,7.77,7.77,A,L,Kurang Laris
MPV-26985-215,6/23/2019,51466-52850-AG,1,0.5,5.37,5.37,R,D,Kurang Laris
IYO-10245-081,5/9/2020,57145-31023-FK,3,2.5,31.625,94.875,E,M,Sangat Laris
BYZ-39669-954,7/18/2020,66408-53777-VE,1,2.5,36.455,36.455,L,L,Sangat Laris
EFB-72860-209,10/17/2019,53035-99701-WG,4,0.2,3.375,13.5,A,M,Kurang Laris
GMM-72397-378,5/16/2022,45899-92796-EI,4,0.2,3.585,14.34,R,L,Kurang Laris
LYP-52345-883,3/24/2021,17649-28133-PY,1,0.5,8.25,8.25,E,M,Kurang Laris
DFK-35846-692,11/3/2019,49612-33852-CN,5,0.2,2.685,13.425,R,D,Kurang Laris
XAH-93337-609,10/28/2021,66976-43829-YG,5,1,9.95,49.75,A,D,Sangat Laris
QKA-72582-644,12/16/2020,64852-04619-XZ,2,0.5,8.25,16.5,E,M,Cukup Laris
ZDK-84567-102,11/29/2021,58690-31815-VY,3,0.5,5.97,17.91,A,D,Cukup Laris
WAV-38301-984,3/20/2021,62863-81239-DT,5,0.5,5.97,29.85,A,D,Sangat Laris
KZR-33023-209,4/8/2022,21177-40725-CF,3,1,14.85,44.55,E,L,Sangat Laris
ULM-49433-003,8/14/2020,99421-80253-UI,2,1,13.75,27.5,E,M,Cukup Laris
SIB-83254-136,5/12/2019,45315-50206-DK,6,0.5,5.97,35.82,R,M,Sangat Laris
NOK-50349-551,3/3/2021,09595-95726-OV,3,0.5,5.37,16.11,R,D,Cukup Laris
YIS-96268-844,2/11/2020,60221-67036-TD,6,0.2,4.455,26.73,E,L,Cukup Laris
CXI-04933-855,4/27/2019,62923-29397-KX,6,2.5,34.155,204.93,E,L,Sangat Laris
IZU-90429-382,3/26/2022,33011-52383-BA,3,1,12.95,38.85,A,L,Sangat Laris
WIT-40912-783,9/28/2020,86768-91598-FA,4,0.2,3.885,15.54,L,D,Kurang Laris
PSD-57291-590,10/24/2019,37191-12203-MX,1,0.5,6.75,6.75,A,M,Kurang Laris
GOI-41472-677,8/4/2021,16545-76328-JY,4,2.5,27.945,111.78,E,D,Sangat Laris
KTX-17944-494,12/29/2019,74330-29286-RO,1,0.2,3.885,3.885,A,L,Kurang Laris
RDM-99811-230,11/27/2019,22349-47389-GY,5,0.2,4.365,21.825,L,M,Cukup Laris
JTU-55897-581,2/29/2020,70290-38099-GB,5,0.2,2.985,14.925,R,M,Kurang Laris
CRK-07584-240,1/31/2021,18741-72071-PP,3,1,11.25,33.75,A,M,Sangat Laris
MKE-75518-399,6/17/2022,62588-82624-II,3,1,11.25,33.75,A,M,Sangat Laris
AEL-51169-725,2/3/2020,37430-29579-HD,6,0.2,4.365,26.19,L,M,Cukup Laris
ZGM-83108-823,1/25/2022,84132-22322-QT,1,1,14.85,14.85,E,L,Kurang Laris
JBP-78754-392,4/30/2020,74330-29286-RO,6,2.5,31.625,189.75,E,M,Sangat Laris
RNH-54912-747,5/1/2021,37445-17791-NQ,1,0.5,5.97,5.97,R,M,Kurang Laris
JDS-33440-914,10/28/2021,58511-10548-ZU,3,1,9.95,29.85,R,M,Sangat Laris
SYX-48878-182,8/29/2021,47725-34771-FJ,5,1,8.95,44.75,R,D,Sangat Laris
ZGD-94763-868,12/27/2019,53086-67334-KT,1,2.5,34.155,34.155,E,L,Sangat Laris
CZY-70361-485,6/25/2019,83308-82257-UN,6,2.5,34.155,204.93,E,L,Sangat Laris
RJR-12175-899,3/2/2019,37274-08534-FM,3,0.5,7.29,21.87,E,D,Cukup Laris
ELB-07929-407,1/2/2022,54004-04664-AA,2,2.5,25.875,51.75,A,M,Sangat Laris
UJQ-54441-340,7/30/2019,26822-19510-SD,2,0.2,4.125,8.25,E,M,Kurang Laris
UJQ-54441-340,7/30/2019,26822-19510-SD,5,0.2,3.885,19.425,A,L,Cukup Laris
OWY-43108-475,12/5/2020,06432-73165-ML,6,0.2,3.375,20.25,A,M,Cukup Laris
GNO-91911-159,12/17/2020,96503-31833-CW,3,0.5,7.77,23.31,L,D,Cukup Laris
CNY-06284-066,6/26/2021,63985-64148-MG,5,0.2,3.645,18.225,E,D,Cukup Laris
OQS-46321-904,7/20/2019,19597-91185-CM,1,1,13.75,13.75,E,M,Kurang Laris
IBW-87442-480,7/14/2022,79814-23626-JR,1,2.5,29.785,29.785,A,L,Cukup Laris
DGZ-82537-477,8/14/2020,43439-94003-DW,5,1,8.95,44.75,R,D,Sangat Laris
LPS-39089-432,4/24/2019,97655-45555-LI,5,1,8.95,44.75,R,D,Sangat Laris
MQU-86100-929,6/4/2019,64418-01720-VW,4,0.5,9.51,38.04,L,L,Sangat Laris
XUR-14132-391,8/8/2022,96836-09258-RI,4,0.5,5.37,21.48,R,D,Cukup Laris
OVI-27064-381,11/13/2019,37274-08534-FM,3,0.5,5.37,16.11,R,D,Cukup Laris
SHP-17012-870,6/7/2020,69529-07533-CV,1,2.5,22.885,22.885,R,M,Cukup Laris
FDY-03414-903,8/12/2019,94840-49457-UD,3,0.5,5.97,17.91,A,D,Cukup Laris
WXT-85291-143,9/4/2019,81414-81273-DK,4,0.5,5.97,23.88,R,M,Cukup Laris
QNP-18893-547,10/4/2019,76930-61689-CH,5,1,11.95,59.75,R,L,Sangat Laris
DOH-92927-530,2/24/2020,12839-56537-TQ,6,0.2,4.755,28.53,L,L,Cukup Laris
HGJ-82768-173,8/26/2021,62741-01322-HU,4,1,11.25,45,A,M,Sangat Laris
YPT-95383-088,10/3/2021,43439-94003-DW,2,2.5,27.945,55.89,E,D,Sangat Laris
OYH-16533-767,6/13/2020,44932-34838-RM,4,1,14.85,59.4,E,L,Sangat Laris
DWW-28642-549,3/1/2021,91181-19412-RQ,2,0.2,3.645,7.29,E,D,Kurang Laris
CGO-79583-871,3/4/2019,37182-54930-XC,1,0.5,7.29,7.29,E,D,Kurang Laris
TFY-52090-386,10/13/2019,08613-17327-XT,2,0.5,8.91,17.82,E,L,Cukup Laris
TFY-52090-386,10/13/2019,08613-17327-XT,5,0.5,7.77,38.85,L,D,Sangat Laris
NYY-73968-094,8/15/2019,70451-38048-AH,6,0.5,5.37,32.22,R,D,Sangat Laris
QEY-71761-460,11/29/2021,35442-75769-PL,2,1,9.95,19.9,R,M,Cukup Laris
GKQ-82603-910,1/19/2020,83737-56117-JE,5,1,11.95,59.75,R,L,Sangat Laris
IOB-32673-745,5/28/2021,07095-81281-NJ,3,0.5,7.77,23.31,A,L,Cukup Laris
YAU-98893-150,1/15/2022,77043-48851-HG,3,1,14.55,43.65,L,M,Sangat Laris
XNM-14163-951,12/4/2019,78224-60622-KH,6,2.5,34.155,204.93,E,L,Sangat Laris
JPB-45297-000,7/1/2022,83105-86631-IU,4,0.2,3.585,14.34,R,L,Kurang Laris
MOU-74341-266,5/7/2019,99358-65399-TC,4,0.5,5.97,23.88,A,D,Cukup Laris
DHJ-87461-571,8/23/2020,94525-76037-JP,2,1,11.25,22.5,A,M,Cukup Laris
DKM-97676-850,6/2/2020,43439-94003-DW,5,0.5,7.29,36.45,E,D,Sangat Laris
UEB-09112-118,1/30/2020,82718-93677-XO,4,0.5,6.75,27,A,M,Cukup Laris
ORZ-67699-748,2/15/2020,44708-78241-DF,6,2.5,25.875,155.25,A,M,Sangat Laris
JXP-28398-485,6/11/2021,23039-93032-FN,5,2.5,22.885,114.425,A,D,Sangat Laris
WWH-92259-198,3/11/2022,35256-12529-FT,4,1,12.95,51.8,L,D,Sangat Laris
FLR-82914-153,9/9/2021,86100-33488-WP,6,2.5,25.875,155.25,A,M,Sangat Laris
AMB-93600-000,5/14/2019,64435-53100-WM,1,2.5,29.785,29.785,A,L,Cukup Laris
FEP-36895-658,4/8/2019,44699-43836-UH,6,0.2,3.585,21.51,R,L,Cukup Laris
RXW-91413-276,8/15/2020,29588-35679-RG,2,2.5,20.585,41.17,R,D,Sangat Laris
RXW-91413-276,8/15/2020,29588-35679-RG,1,0.5,5.97,5.97,R,M,Kurang Laris
SDB-77492-188,5/5/2022,64815-54078-HH,5,1,14.85,74.25,E,L,Sangat Laris
RZN-65182-395,3/27/2021,59572-41990-XY,6,1,14.55,87.3,L,M,Sangat Laris
HDQ-86094-507,4/27/2019,32481-61533-ZJ,6,1,12.15,72.9,E,D,Sangat Laris
YXO-79631-417,9/25/2021,31587-92570-HL,1,0.5,7.77,7.77,L,D,Kurang Laris
SNF-57032-096,2/13/2020,93832-04799-ID,6,0.5,7.29,43.74,E,D,Sangat Laris
DGL-29648-995,7/16/2021,59367-30821-ZQ,2,0.2,4.365,8.73,L,M,Kurang Laris
GPU-65651-504,5/11/2022,83947-45528-ET,2,2.5,31.625,63.25,E,M,Sangat Laris
OJU-34452-896,2/4/2019,60799-92593-CX,1,0.5,8.91,8.91,E,L,Kurang Laris
GZS-50547-887,2/5/2019,61600-55136-UM,2,1,12.15,24.3,E,D,Cukup Laris
ESR-54041-053,5/24/2022,59771-90302-OF,6,0.5,7.77,46.62,A,L,Sangat Laris
OGD-10781-526,10/4/2020,16880-78077-FB,6,0.5,7.17,43.02,R,L,Sangat Laris
FVH-29271-315,6/30/2022,74415-50873-FC,3,0.5,5.97,17.91,A,D,Cukup Laris
BNZ-20544-633,10/21/2020,31798-95707-NR,4,0.5,9.51,38.04,L,L,Sangat Laris
FUX-85791-078,10/16/2020,59122-08794-WT,2,0.2,3.375,6.75,A,M,Kurang Laris
YXP-20078-116,9/23/2020,37238-52421-JJ,1,0.5,5.97,5.97,R,M,Kurang Laris
VQV-59984-866,3/8/2019,48854-01899-FN,3,0.2,2.685,8.055,R,D,Kurang Laris
JEH-37276-048,6/30/2021,80896-38819-DW,3,0.5,7.77,23.31,A,L,Cukup Laris
VYD-28555-589,8/13/2019,29814-01459-RC,6,0.5,7.17,43.02,R,L,Sangat Laris
WUG-76466-650,2/22/2021,43439-94003-DW,3,0.5,7.77,23.31,L,D,Cukup Laris
RJV-08261-583,3/26/2022,48497-29281-FE,5,0.2,2.985,14.925,A,D,Kurang Laris
PMR-56062-609,1/10/2020,43605-12616-YH,3,0.5,7.29,21.87,E,D,Cukup Laris
XLD-12920-505,5/1/2019,21907-75962-VB,6,0.5,8.91,53.46,E,L,Sangat Laris
UBW-50312-037,2/9/2020,69503-12127-YD,4,2.5,29.785,119.14,A,L,Sangat Laris
QAW-05889-019,12/29/2021,68810-07329-EU,5,0.5,8.73,43.65,L,M,Sangat Laris
EPT-12715-397,9/9/2020,08478-75251-OG,6,0.2,2.985,17.91,A,D,Cukup Laris
DHT-93810-053,9/16/2021,17005-82030-EA,5,1,14.85,74.25,E,L,Sangat Laris
DMY-96037-963,10/26/2020,42179-95059-DO,3,0.2,3.885,11.655,L,D,Kurang Laris
MBM-55936-917,3/12/2019,55989-39849-WO,3,0.5,7.77,23.31,L,D,Cukup Laris
TPA-93614-840,2/18/2021,28932-49296-TM,2,0.5,7.29,14.58,E,D,Kurang Laris
WDM-77521-710,10/29/2020,86144-10144-CB,2,0.5,6.75,13.5,A,M,Kurang Laris
EIP-19142-462,9/6/2021,60973-72562-DQ,6,1,14.85,89.1,E,L,Sangat Laris
EIP-19142-462,9/6/2021,60973-72562-DQ,1,0.2,3.885,3.885,A,L,Kurang Laris
ZZL-76364-387,9/9/2020,11263-86515-VU,4,2.5,27.485,109.94,R,L,Sangat Laris
GMF-18638-786,9/26/2021,60004-62976-NI,6,0.5,7.77,46.62,L,D,Sangat Laris
TDJ-20844-787,11/5/2020,77876-28498-HI,5,0.5,7.77,38.85,A,L,Sangat Laris
BWK-39400-446,9/12/2019,61302-06948-EH,4,0.5,7.77,31.08,L,D,Sangat Laris
LCB-02099-995,7/31/2019,06757-96251-UH,6,0.2,2.985,17.91,A,D,Cukup Laris
UBA-43678-174,3/15/2019,44530-75983-OD,6,2.5,27.945,167.67,E,D,Sangat Laris
UDH-24280-432,5/16/2021,44865-58249-RY,4,1,15.85,63.4,L,L,Sangat Laris
IDQ-20193-502,5/6/2019,36021-61205-DF,2,0.2,4.365,8.73,L,M,Kurang Laris
DJG-14442-608,2/6/2019,75716-12782-SS,3,1,8.95,26.85,R,D,Cukup Laris
DWB-61381-370,4/9/2021,11812-00461-KH,2,0.2,4.755,9.51,L,L,Kurang Laris
FRD-17347-990,5/20/2020,46681-78850-ZW,4,1,9.95,39.8,A,D,Sangat Laris
YPP-27450-525,12/2/2020,01932-87052-KO,3,0.5,8.25,24.75,E,M,Cukup Laris
EFC-39577-424,8/8/2021,16046-34805-ZF,5,1,13.75,68.75,E,M,Sangat Laris
LAW-80062-016,2/3/2022,34546-70516-LR,6,0.5,8.25,49.5,E,M,Sangat Laris
WKL-27981-758,4/8/2022,73699-93557-FZ,2,2.5,25.875,51.75,A,M,Sangat Laris
VRT-39834-265,1/7/2021,86686-37462-CK,3,1,15.85,47.55,L,L,Sangat Laris
QTC-71005-730,9/2/2021,14298-02150-KH,4,0.2,3.885,15.54,A,L,Kurang Laris
TNX-09857-717,11/4/2021,48675-07824-HJ,6,1,14.55,87.3,L,M,Sangat Laris
JZV-43874-185,8/2/2021,18551-80943-YQ,5,1,11.25,56.25,A,M,Sangat Laris
ICF-17486-106,1/27/2020,19196-09748-DB,1,2.5,36.455,36.455,L,L,Sangat Laris
BMK-49520-383,12/3/2019,72233-08665-IP,3,0.2,3.585,10.755,R,L,Kurang Laris
HTS-15020-632,8/6/2019,53817-13148-RK,3,0.2,2.985,8.955,R,M,Kurang Laris
YLE-18247-749,3/11/2020,92227-49331-QR,3,0.5,7.77,23.31,A,L,Cukup Laris
KJJ-12573-591,9/18/2021,12997-41076-FQ,1,2.5,29.785,29.785,A,L,Cukup Laris
RGU-43561-950,11/7/2020,44220-00348-MB,5,2.5,29.785,148.925,A,L,Sangat Laris
JSN-73975-443,6/27/2022,93047-98331-DD,1,0.5,8.73,8.73,L,M,Kurang Laris
WNR-71736-993,2/5/2020,16880-78077-FB,4,0.5,7.77,31.08,L,D,Sangat Laris
WNR-71736-993,2/5/2020,16880-78077-FB,6,2.5,22.885,137.31,A,D,Sangat Laris
HNI-91338-546,2/7/2020,67285-75317-XI,5,0.5,5.97,29.85,A,D,Sangat Laris
CYH-53243-218,12/18/2020,88167-57964-PH,3,0.5,5.97,17.91,R,M,Cukup Laris
SVD-75407-177,8/23/2021,16106-36039-QS,3,0.5,8.91,26.73,E,L,Cukup Laris
NVN-66443-451,8/20/2021,98921-82417-GN,2,1,8.95,17.9,R,D,Cukup Laris
JUA-13580-095,4/1/2019,55265-75151-AK,4,0.2,3.585,14.34,R,L,Kurang Laris
ACY-56225-839,1/28/2021,47386-50743-FG,3,2.5,25.875,77.625,A,M,Sangat Laris
QBB-07903-622,10/21/2019,32622-54551-UC,5,1,11.95,59.75,R,L,Sangat Laris
JLJ-81802-619,6/20/2021,16880-78077-FB,6,1,12.95,77.7,A,L,Sangat Laris
HFT-77191-168,11/4/2021,48419-02347-XP,2,0.2,2.685,5.37,R,D,Kurang Laris
SZR-35951-530,4/5/2021,14121-20527-OJ,3,2.5,27.945,83.835,E,D,Sangat Laris
IKL-95976-565,12/9/2019,53486-73919-BQ,2,1,11.25,22.5,A,M,Cukup Laris
XEY-48929-474,1/2/2022,21889-94615-WT,6,2.5,33.465,200.79,L,M,Sangat Laris
SQT-07286-736,12/8/2019,87726-16941-QW,6,1,11.25,67.5,A,M,Sangat Laris
QDU-45390-361,11/28/2021,03677-09134-BC,1,0.5,8.25,8.25,E,M,Kurang Laris
RUJ-30649-712,3/11/2022,93224-71517-WV,2,0.2,4.755,9.51,L,L,Kurang Laris
WSV-49732-075,1/17/2021,76263-95145-GJ,1,2.5,29.785,29.785,L,D,Cukup Laris
VJF-46305-323,1/18/2019,68555-89840-GZ,2,0.5,7.77,15.54,L,D,Kurang Laris
CXD-74176-600,4/7/2019,70624-19112-AO,4,0.5,8.91,35.64,E,L,Sangat Laris
ADX-50674-975,2/3/2021,58916-61837-QH,4,2.5,25.875,103.5,A,M,Sangat Laris
RRP-51647-420,4/18/2019,89292-52335-YZ,3,1,12.15,36.45,E,D,Sangat Laris
PKJ-99134-523,7/7/2021,77284-34297-YY,5,0.5,7.17,35.85,R,L,Sangat Laris
FZQ-29439-457,2/23/2021,50449-80974-BZ,5,0.2,4.455,22.275,E,L,Cukup Laris
USN-68115-161,8/10/2021,08120-16183-AW,6,0.2,4.125,24.75,E,M,Cukup Laris
IXU-20263-532,11/15/2019,68044-89277-ML,2,2.5,33.465,66.93,L,M,Sangat Laris
CBT-15092-420,12/17/2019,71364-35210-HS,1,0.5,8.73,8.73,L,M,Kurang Laris
PKQ-46841-696,3/18/2020,37177-68797-ON,3,0.5,5.97,17.91,R,M,Cukup Laris
XDU-05471-219,6/6/2022,60308-06944-GS,1,0.5,7.17,7.17,R,L,Kurang Laris
NID-20149-329,5/20/2021,49888-39458-PF,2,0.2,2.685,5.37,R,D,Kurang Laris
SVU-27222-213,1/11/2021,60748-46813-DZ,5,0.2,4.755,23.775,L,L,Cukup Laris
RWI-84131-848,2/22/2019,16385-11286-NX,2,2.5,20.585,41.17,R,D,Sangat Laris
GUU-40666-525,11/24/2021,68555-89840-GZ,3,0.2,3.885,11.655,A,L,Kurang Laris
SCN-51395-066,1/18/2022,72164-90254-EJ,4,0.5,9.51,38.04,L,L,Sangat Laris
ULA-24644-321,8/13/2021,67010-92988-CT,4,2.5,20.585,82.34,R,D,Sangat Laris
EOL-92666-762,1/11/2020,15776-91507-GT,2,0.2,4.755,9.51,L,L,Kurang Laris
AJV-18231-334,7/5/2020,23473-41001-CD,2,2.5,20.585,41.17,R,D,Sangat Laris
ZQI-47236-301,7/25/2019,23446-47798-ID,5,0.5,9.51,47.55,L,L,Sangat Laris
ZCR-15721-658,5/26/2022,28327-84469-ND,4,1,11.25,45,A,M,Sangat Laris
QEW-47945-682,1/10/2020,42466-87067-DT,5,0.2,4.755,23.775,L,L,Cukup Laris
PSY-45485-542,5/17/2019,62246-99443-HF,3,0.5,5.37,16.11,R,D,Cukup Laris
BAQ-74241-156,7/24/2020,99869-55718-UU,4,0.2,2.685,10.74,R,D,Kurang Laris
BVU-77367-451,10/20/2020,77421-46059-RY,5,1,9.95,49.75,A,D,Sangat Laris
TJE-91516-344,9/22/2019,49894-06550-OQ,2,1,13.75,27.5,E,M,Cukup Laris
LIS-96202-702,6/7/2020,72028-63343-SU,4,2.5,29.785,119.14,L,D,Sangat Laris
VIO-27668-766,12/15/2019,10074-20104-NN,1,2.5,20.585,20.585,R,D,Cukup Laris
ZVG-20473-043,12/6/2020,71769-10219-IM,3,0.2,2.985,8.955,A,D,Kurang Laris
KGZ-56395-231,12/6/2021,22221-71106-JD,1,0.5,5.97,5.97,A,D,Kurang Laris
CUU-92244-729,7/11/2020,99735-44927-OL,3,1,13.75,41.25,E,M,Sangat Laris
EHE-94714-312,6/28/2021,27132-68907-RC,5,0.2,4.455,22.275,E,L,Cukup Laris
RTL-16205-161,4/5/2022,90440-62727-HI,1,0.5,6.75,6.75,A,M,Kurang Laris
GTS-22482-014,3/24/2022,36769-16558-SX,4,2.5,33.465,133.86,L,M,Sangat Laris
DYG-25473-881,2/8/2020,10138-31681-SD,2,0.2,2.985,5.97,A,D,Kurang Laris
HTR-21838-286,2/11/2022,24669-76297-SF,2,1,12.95,25.9,A,L,Cukup Laris
KYG-28296-920,7/2/2020,78050-20355-DI,1,2.5,31.625,31.625,E,M,Sangat Laris
NNB-20459-430,7/25/2022,79825-17822-UH,2,0.2,4.365,8.73,L,M,Kurang Laris
FEK-14025-351,3/19/2021,03990-21586-MQ,6,0.2,4.455,26.73,E,L,Cukup Laris
AWH-16980-469,5/11/2020,27493-46921-TZ,6,0.2,4.365,26.19,L,M,Cukup Laris
ZPW-31329-741,6/8/2019,27132-68907-RC,6,1,8.95,53.7,R,D,Sangat Laris
ZPW-31329-741,6/8/2019,27132-68907-RC,4,2.5,31.625,126.5,E,M,Sangat Laris
ZPW-31329-741,6/8/2019,27132-68907-RC,1,0.2,4.125,4.125,E,M,Kurang Laris
UBI-83843-396,10/9/2019,58816-74064-TF,2,1,11.95,23.9,R,L,Cukup Laris
VID-40587-569,2/20/2021,09818-59895-EH,5,2.5,27.945,139.725,E,D,Sangat Laris
KBB-52530-416,11/21/2019,06488-46303-IZ,2,2.5,29.785,59.57,L,D,Sangat Laris
ISJ-48676-420,10/10/2021,93046-67561-AY,6,0.5,9.51,57.06,L,L,Sangat Laris
MIF-17920-768,8/5/2021,68946-40750-LK,6,0.2,3.585,21.51,R,L,Cukup Laris
CPX-19312-088,7/31/2020,38387-64959-WW,6,0.5,8.73,52.38,L,M,Sangat Laris
RXI-67978-260,9/19/2020,48418-60841-CC,6,1,12.15,72.9,E,D,Sangat Laris
LKE-14821-285,5/3/2020,13736-92418-JS,5,0.2,2.985,14.925,R,M,Kurang Laris
LRK-97117-150,7/8/2019,33000-22405-LO,6,1,15.85,95.1,L,L,Sangat Laris
IGK-51227-573,10/26/2019,46959-60474-LT,2,0.5,7.77,15.54,L,D,Kurang Laris
ZAY-43009-775,9/27/2020,73431-39823-UP,6,0.2,3.885,23.31,L,D,Cukup Laris
EMA-63190-618,2/28/2022,90993-98984-JK,1,0.2,4.125,4.125,E,M,Kurang Laris
FBI-35855-418,9/16/2020,06552-04430-AG,6,0.5,5.97,35.82,R,M,Sangat Laris
TXB-80533-417,10/28/2020,54597-57004-QM,2,1,15.85,31.7,L,L,Sangat Laris
MBM-00112-248,9/2/2019,50238-24377-ZS,5,1,15.85,79.25,L,L,Sangat Laris
EUO-69145-988,8/30/2021,60370-41934-IF,3,0.2,3.645,10.935,E,D,Kurang Laris
GYA-80327-368,6/4/2021,06899-54551-EH,4,1,9.95,39.8,A,D,Sangat Laris
TNW-41601-420,11/24/2020,66458-91190-YC,5,1,9.95,49.75,R,M,Sangat Laris
ALR-62963-723,6/21/2020,80463-43913-WZ,3,0.2,2.685,8.055,R,D,Kurang Laris
JIG-27636-870,7/13/2020,67204-04870-LG,4,1,11.95,47.8,R,L,Sangat Laris
CTE-31437-326,1/2/2019,22721-63196-UJ,4,0.2,2.985,11.94,R,M,Kurang Laris
CTE-31437-326,1/2/2019,22721-63196-UJ,4,0.2,4.125,16.5,E,M,Cukup Laris
CTE-31437-326,1/2/2019,22721-63196-UJ,4,1,12.95,51.8,L,D,Sangat Laris
CTE-31437-326,1/2/2019,22721-63196-UJ,3,0.2,4.755,14.265,L,L,Kurang Laris
SLD-63003-334,2/17/2022,55515-37571-RS,6,0.2,4.365,26.19,L,M,Cukup Laris
BXN-64230-789,12/19/2020,25598-77476-CB,2,1,12.95,25.9,A,L,Cukup Laris
XEE-37895-169,2/20/2019,14888-85625-TM,3,2.5,29.785,89.355,A,L,Sangat Laris
ZTX-80764-911,1/14/2021,92793-68332-NR,6,0.5,7.77,46.62,L,D,Sangat Laris
WVT-88135-549,11/16/2019,66458-91190-YC,3,1,9.95,29.85,A,D,Sangat Laris
IPA-94170-889,12/4/2019,64439-27325-LG,3,0.2,3.585,10.755,R,L,Kurang Laris
YQL-63755-365,7/31/2020,78570-76770-LB,4,0.2,3.375,13.5,A,M,Kurang Laris
RKW-81145-984,3/11/2019,98661-69719-VI,3,1,15.85,47.55,L,L,Sangat Laris
MBT-23379-866,5/10/2022,82990-92703-IX,5,1,15.85,79.25,L,L,Sangat Laris
GEJ-39834-935,12/25/2021,49412-86877-VY,6,0.2,4.365,26.19,L,M,Cukup Laris
KRW-91640-596,4/22/2022,70879-00984-FJ,3,0.5,7.17,21.51,R,L,Cukup Laris
AOT-70449-651,6/11/2022,53414-73391-CR,5,2.5,20.585,102.925,R,D,Sangat Laris
DGC-21813-731,4/27/2022,43606-83072-OA,2,0.2,3.885,7.77,L,D,Kurang Laris
JBE-92943-643,12/29/2020,84466-22864-CE,5,2.5,27.945,139.725,E,D,Sangat Laris
ZIL-34948-499,7/14/2020,66458-91190-YC,2,0.5,5.97,11.94,A,D,Kurang Laris
JSU-23781-256,9/7/2021,76499-89100-JQ,1,0.2,3.885,3.885,L,D,Kurang Laris
JSU-23781-256,9/7/2021,76499-89100-JQ,4,1,9.95,39.8,R,M,Sangat Laris
VPX-44956-367,6/9/2019,39582-35773-ZJ,5,0.5,5.97,29.85,R,M,Sangat Laris
VTB-46451-959,10/25/2020,66240-46962-IO,1,2.5,29.785,29.785,L,D,Cukup Laris
DNZ-11665-950,2/28/2021,10637-45522-ID,2,2.5,36.455,72.91,L,L,Sangat Laris
ITR-54735-364,7/26/2020,92599-58687-CS,5,0.2,2.685,13.425,R,D,Kurang Laris
YDS-02797-307,6/5/2022,06058-48844-PI,4,2.5,31.625,126.5,E,M,Sangat Laris
BPG-68988-842,2/21/2019,53631-24432-SY,5,0.5,8.25,41.25,E,M,Sangat Laris
XZG-51938-658,4/5/2020,18275-73980-KL,6,0.5,8.91,53.46,E,L,Sangat Laris
KAR-24978-271,1/10/2019,23187-65750-HZ,6,1,9.95,59.7,R,M,Sangat Laris
FQK-28730-361,4/12/2022,22725-79522-GP,6,1,9.95,59.7,R,M,Sangat Laris
BGB-67996-089,1/30/2022,06279-72603-JE,5,1,8.95,44.75,R,D,Sangat Laris
XMC-20620-809,5/14/2021,83543-79246-ON,2,0.5,8.25,16.5,E,M,Cukup Laris
ZSO-58292-191,6/12/2022,66794-66795-VW,4,0.5,5.37,21.48,R,D,Cukup Laris
LWJ-06793-303,1/2/2022,95424-67020-AP,2,2.5,22.885,45.77,R,M,Sangat Laris
FLM-82229-989,1/24/2022,73017-69644-MS,2,0.2,4.755,9.51,L,L,Kurang Laris
CPV-90280-133,3/20/2019,66458-91190-YC,3,0.2,2.685,8.055,R,D,Kurang Laris
OGW-60685-912,11/21/2020,67423-10113-LM,4,2.5,27.945,111.78,E,D,Sangat Laris
DEC-11160-362,10/13/2021,48582-05061-RY,4,0.2,2.685,10.74,R,D,Kurang Laris
WCT-07869-499,10/19/2021,32031-49093-KE,5,0.5,5.37,26.85,R,D,Cukup Laris
FHD-89872-325,4/29/2019,31715-98714-OO,4,1,15.85,63.4,L,L,Sangat Laris
AZF-45991-584,10/12/2019,73759-17258-KA,1,2.5,22.885,22.885,A,D,Cukup Laris
MDG-14481-513,5/19/2021,64897-79178-MH,4,2.5,25.875,103.5,A,M,Sangat Laris
OFN-49424-848,7/3/2021,73346-85564-JB,2,2.5,27.485,54.97,R,L,Sangat Laris
NFA-03411-746,2/8/2020,07476-13102-NJ,2,0.5,7.77,15.54,A,L,Kurang Laris
CYM-74988-450,10/16/2020,87223-37422-SK,4,0.2,3.885,15.54,L,D,Kurang Laris
WTV-24996-658,10/23/2020,57837-15577-YK,3,2.5,27.945,83.835,E,D,Sangat Laris
